product_group,product_class,item_code,product_name,vendor_name,mrp,barcode
Winner,Mop,81150,Premium Floor - MOP,DPLS,430,845944064844
Cosmo,Slow Moving Door -C,802549,"Cosmic Door CNC Star 7""x3"" L-Lock",BBML,"10,750",802549
Cosmo,Slow Moving Door -C,802550,"Cosmic Door CNC Star 7""x3"" R-Lock",BBML,"10,750",802550
Regal,METAL SWIVAL CHAIR,812077,SWIVEL CHAIR-CSM-207-7-1-66(1PART),BBML(F),"18,380",812077
Regal,METAL SWIVAL CHAIR,812078,SWIVEL CHAIR-CSM-208-7-1-66(1PART),BBML(F),"16,630",812078
Power,Bowl,920729,"6"" Serving Bowl-Freesia",MLMN,90,845944066015
Power,Clearance Sales-2,920731,"10"" Design Rice Plate-Freesia",MLMN,150,845944066039
Power,Clearance Sales-2,920732,"9"" Design Rice Plate-Freesia",MLMN,130,845944066046
Power,Clearance Sales-2,920733,"8"" Design 2Rice Plate-Freesia",MLMN,105,845944066053
Power,Mel. Clearance Sales,920734,"7"" Design Rice Plate-Freesia",MLMN,85,845944066060
Power,Clearance Sales-2,920735,"6"" Design Rice Plate-Freesia",MLMN,60,845944066077
Goodluck,COMB,78688,Princess Hair Clip Rosemary,DPLS,15,78688
Best Buy,Toys and sports (Impor,903291,BICYCLE-940W-IMP,BBUY,155,903291
Best Buy,Toys and sports (Impor,903292,PULL BACK CAR-832W-IMP,BBUY,400,903292
Best Buy,Toys and sports (Impor,903293,DIE CAST CAR-834/2-IMP,BBUY,400,903293
Best Buy,Toys and sports (Impor,903294,BICYCLE-940H-IMP,BBUY,100,903294
Best Buy,Toys and sports (Impor,903295,DIE CAST CAR-829/2L-IMP,BBUY,400,903295
Best Buy,Toys and sports (Impor,903296,MOTORCYCLE-961A-IMP,BBUY,100,903296
Best Buy,Toys and sports (Impor,903297,MOTORCYCLE-818-IMP,BBUY,155,903297
Sonic,BLZ N WARRANTY LIGHT,807913,Blaze AC LED Night Lamp 0.5W B22 (Green ),RPLE,55,807913
Sonic,BLZ N WARRANTY LIGHT,807914,Blaze AC LED Night Lamp 0.5W B22 (Red),RPLE,55,807914
Sonic,BLZ N WARRANTY LIGHT,807915,Blaze AC LED Night Lamp 0.5W B22 (Yellow),RPLE,55,807915
Topper,Bright SS Casserole,805104,GALAXY - 2000 ML,RFL,105,805104
Topper,Bright SS Casserole,80854,CHEF 2000ML,RFL,100,80854
Decent,Decent-Chain Cover and Others,804020,Busket Carrier Pati,BCYCL,5,804020
Techno,Valve,801063,"Brass Ball Valve S-0.5""",RMIL,270,801063
Power,Clearance Sales-2,75953,Milky Mug- Coffee,MLMN,125,845944061492
Vision-RAC,VSN Refr.Special Pro,807013,VSN refrigerator VIS-228L Red Sparkle,DPLE,"27,800",807013
Vision-RAC,VSN Refr.Special Pro,807014,VSN refrigerator VIS-96L White,DPLE,"13,900",807014
Titan,RADIANT COOKER,801387,RADIANT COOKER 2000WS,RMIL,"3,500",801387
TEL Household,Hand Fan-HH-TEL,803266,Hand Fan Blue-TEL,TEL,35,803266
TEL Household,Hand Fan-HH-TEL,803269,Hand Fan Pink-TEL,TEL,35,803269
TEL Household,Stool-HH-TEL,803038,Plastic Piri Red-TEL,TEL,100,803038
TEL Household,Stool-HH-TEL,803039,Plastic Piri Blue-TEL,TEL,100,803039
TEL Household,Tail Lamp-HH-TEL,803201,Photo Frame Multi Black-TEL,TEL,110,803201
TEL Household,Basket-HH–TEL,87309,Paper Basket Black-TEL,TEL,65,87309
TEL Household,Classic Bucket-HH-TEL,803467,Classic Bucket 16L Blue-TEL,TEL,140,803467
TEL Household,Classic Bucket-HH-TEL,803469,Classic Bucket 16L Red-TEL,TEL,140,845944050809
Regal,WOODEN SOFA,812257,AURELIA-SSC-307-3-1-00(FEBRIC-111),BBML(F),"16,500",812257
Regal,WOODEN SOFA,812260,AURELIA-SSC-307-3-1-00//(FEBRIC-116),BBML(F),"16,500",812260
Regal,WOODEN SOFA,812255,AURELIA-SSC-307-3-1-00//(FEBRIC-118),BBML(F),"16,500",812255
Regal,WOODEN SOFA,812256,AURELIA-SSC-307-3-1-00(FEBRIC-119),BBML(F),"16,500",812256
Regal,WOODEN SOFA,812258,AURELIA-SSC-307-3-1-00(FEBRIC-120),BBML(F),"16,500",812258
Spark,Door Mat-RPL,78987,Support Floor Mat Dolphin(40X60 CM)-Gray,RPL,280,78987
Pioneer,Trading-Pioneer,82425,Crystal Hotel Glass - 6 Pcs Set,DPL,280,845944090447
Pioneer,Trading-Pioneer,95031,Crystal Tea Glass 6 Pcs Set (OCTZ2065S),DPL,225,845944090454
Pride,Sabarat Items-Pride,95130,Food Service Oval Tray (Big) - Trans,DPL,"1,100",845944046109
Pride,Sabarat Items-Pride,95136,Food Service Oval Tray (Small) - Trans,DPL,725,845944045706
Pioneer,Trading-Pioneer,82423,PC CHAIR 162-CPC - TR RED10 (TRADING),DPL,"2,600",845944010803
Power,Melamine -Advance,94544,"9"" Soup Plate -Lilac",MLMN,100,845944064134
Power,Melamine -Advance,94546,"10"" Meat Plate -Lilac",MLMN,115,845944064097
Power,Melamine -Advance,94547,"6.5"" Meat Plate -Lilac",MLMN,75,845944064103
Decent,Decent-Mudguard and Stay,804072,"MTB Mudguard with Stay 20""",BCYCL,208,804072
Decent,Decent-Mudguard and Stay,804073,"MTB Mudguard with Stay 26""",BCYCL,311,804073
Decent,Decent-Mudguard and Stay,804074,Traditional  Mudguard with Stay 28,BCYCL,385,804074
Best Buy,Toys and sports (Impor,903419,PULL PLANE-E5AA461-IMP,BBUY,65,903419
Best Buy,Toys and sports (Impor,903420,PULL BUTTERFLY-E5AA463-IMP,BBUY,65,903420
Best Buy,Toys and sports (Impor,903421,DARTBOARD-Q5AC522-IMP,BBUY,125,903421
Best Buy,Toys and sports (Impor,903422,DARTBOARD-Q5AC527-IMP,BBUY,90,903422
Best Buy,Toys and sports (Impor,903423,FRICTION MOTORCYCLE-B5AB751-IMP,BBUY,155,903423
Best Buy,Stationary (Yiwu),903424,WRITTING BOARD-P5AG726-IMP,BBUY,115,903424
Sonic,BLZ N WARRANTY LIGHT,807921,BLZ LED DimLight 0.5W Red E27M,RPLE,50,807921
Sonic,BLZ N WARRANTY LIGHT,807922,BLZ LED DimLight 0.5W Gre B22M,RPLE,50,807922
Best Buy,Kitchenware (Import),903140,RAMEN POT WITH SINGLE HANDLE 16CM (IMP),BBUY,232,903140
Best Buy,Kitchenware (Import),903141,RAMEN POT WITH DOUBLE HANDLE 16CM (IMP),BBUY,232,903141
Best Buy,General Household I,903142,RAMEN POT WITH DOUBLE HANDLE 18CM  (IMP),BBUY,264,903142
Best Buy,General Household I,903143,RAMEN POT WITH DOUBLE HANDLE 22CM (IMP),BBUY,349,903143
Best Buy,Kitchenware (Import),903144,LOW RAMEN POT 16CM (IMP),BBUY,271,903144
Best Buy,Kitchenware (Import),903145,LOW RAMEN POT 20CM (IMP),BBUY,364,903145
Best Buy,Kitchenware (Import),903146,COSMOS POT WITH DOUBLE HANDLE 14CM (IMP),BBUY,349,903146
Best Buy,Kitchenware (Import),903147,COSMOS POT WITH DOUBLE HANDLE 16CM (IMP),BBUY,349,903147
Best Buy,Kitchenware (Import),903148,HAMMERED POT WITH DOUBLE HANDLE 16CM (IMP),BBUY,590,903148
Topper,TPR NS Glamour and IB,80943,TPR NS Glamour Fry Pan with Lid (Ash) - 24cm,RFL,"1,095",8094300000008
Winner,Toilet - Brush,78473,Unique Round Commode Brush With Holder,DPLS,110,845944065322
Best Buy,Kitchenware (Import),902689,AMELLIA COOKWARE SET WITH GLASS LID 20CM IMP,BBUY,650,902689
Best Buy,General Household L,902690,Spray Battle Exclusive,BBUY,155,902690
Best Buy,Home Decore (Local),902613,Candle Rose 3 Light,BBUY,"3,565",902613
Best Buy,Party and Gift (Local),902614,Candle Rose 5 Light,BBUY,"5,135",902614
Popular,Hand Fan-Popular,87198,Smart Hand Fan,DPL,40,845944045089
Topper,Bright Premium Alu,805054,Economy Bright Rice Bowl-9 with Lid (BB),RFL,215,8050540000000
Topper,Bright Premium Alu,805055,Economy Bright Rice Bowl-10 with Lid (BB),RFL,250,8050550000007
Topper,Bright Premium Alu,805056,Economy Bright Rice Bowl-11 with Lid (BB),RFL,300,8050560000004
Topper,Bright Premium Alu,805057,Economy Bright Curry Bowl-6 with Lid (BB),RFL,140,8050570000001
Topper,Bright Premium Alu,805058,Economy Bright Curry Bowl-7 with Lid (BB),RFL,155,8050580000008
Best Buy,Toys and sports (Impor,903298,DIE CAST CAR-863-IMP,BBUY,400,903298
Best Buy,Toys and sports (Impor,903299,DIE CAST CAR-865B-IMP,BBUY,400,903299
Best Buy,Toys and sports (Impor,903300,DIE CAST CAR-868-IMP,BBUY,555,903300
Best Buy,Glassware (Local),903301,7PCS BOWL SET-W4409+W4405/7CB-IMP,BBUY,600,903301
Best Buy,Glassware (Local),903302,7PCS BOWL SET-W4609+W4605/7CB-IMP,BBUY,600,903302
Best Buy,Glassware (Local),903303,7PCS BOWL SET-W4809+W4805/7CB-IMP,BBUY,600,903303
Best Buy,Glassware (Local),903304,7PCS BOWL SET-W4909+W4905/7CB-IMP,BBUY,80,903304
Regal,WOODEN SOFA,812362,SSC-314-3-1-20(Classic)//(Febric-102),BBML(F),"17,250",812362
Regal,WOODEN SOFA,812364,SSC-314-3-1-20(Classic)//(Febric-119),BBML(F),"17,250",812364
Regal,WOODEN SOFA,812365,SSC-314-3-1-20(Classic)(Febric-111),BBML(F),"17,250",812365
Regal,WOODEN SOFA,812366,SSC-314-3-1-20(Classic)(Febric-120),BBML(F),"17,250",812366
Regal,WOODEN SOFA,812368,SSC-314-3-1-20(Classic)//(Febric-116),BBML(F),"17,250",812368
Regal,WOODEN SOFA,812370,SDC-314-3-1-20(Classic)//(Febric-102),BBML(F),"31,500",812370
Regal,WOODEN SOFA,812372,SDC-314-3-1-20(Classic)//(Febric-119),BBML(F),"31,500",812372
Regal,WOODEN SOFA,812373,SDC-314-3-1-20(Classic)(Febric-111),BBML(F),"31,500",812373
Best Buy,Kitchenware (Yiwu),903910,PEELER-IMP,BBUY,65,903910
Best Buy,General Household L,77335,Table Mat Plastic Design,BBUY,50,77335
Best Buy,Kitchenware (Local),77334,Spoon  With Plastic Handle,BBUY,140,77334
Best Buy,General Household L,77333,Spoon Serving Design,BBUY,85,77333
Best Buy,Kitchenware (Local),77332,Spoon Serving Normal,BBUY,80,77332
Vision-Style,PG VS Rice Cooker,801990,PG  Vision Rice Cooker 1.8 Ltr VSNRC40-0,PIP(E),"2,780",801990
Vision-Style,PG VS Room Heater,801991,PG Vision Room Comforter - Classic,PIP(E),"4,500",801991
Vision-Style,PG VS Rice Cooker,801992,Vision RC- 2.2 L 50-05 (Single Pot),PIP(E),"2,800",801992
Vision-Style,PG VS Rice Cooker,801993,PG Vision Rice Cooker 2.8 Ltr VSNRC60-0,PIP(E),"3,200",801993
Vision-Style,PG VS Rice Cooker,801994,PG Vision Rice Cooker 3 Ltr (Color SS),PIP(E),"2,850",801994
Vision-Style,PG VS Rice Cooker,801995,Premium Rate Vision Rice Cooker 2.8 Ltr VSNRC60-0,PIP(E),"3,200",801995
Vision-Style,PG VS Blender,801997,PG Vision Blender (VSBL-S25),PIP(E),"2,400",801997
Vision-Style,PG VS Room Heater,802800,PG Vision Room Comforter (simple),PIP(E),"2,120",802800
Vision-Style,PG VS Room Heater,802801,PG Vision Room Comforter - Comfort,PIP(E),"2,600",802801
Vision-Style,PG VS Electric Ketle,802802,PG VIS Electric Kettle 2.0L VSN-2017,PIP(E),"1,250",802802
Vision-Style,PG VS Electric Ketle,802803,PG VIS Electric Kettle 1.8L VSN-1814,PIP(E),"1,330",8459440341778
Vision-Style,PG VS Electric Ketle,802805,PG Electric Kettle British Plug ( Green ),PIP(E),"1,300",802805
Winner,Casserole- Plastic,81183,Rainbow Two Layer Oval Food Bowl- 2.7L,DPLS,305,845944064660
Winner,Infant Product,81110,Dumbo Tiffin Box - 250 ML - Green-Winner,DPLS,40,845944064905
Winner,Infant Product,81111,Rango Tiffin Box - 500 ML - Green-Winner,DPLS,55,845944064912
Pride,Trading-Pride,82429,Acrylic Glass 00HY131 (Trading),DPL,165,82429
Pride,Trading-Pride,82430,Acrylic Glass 00HY141 (Trading),DPL,170,845944090683
Pride,Trading-Pride,82431,Acrylic Glass 00NR131 (Trading),DPL,175,845944090690
Best Buy,Glassware (Local),903445,Tea pot 13 pcs set,BBUY,"1,350",903445
Best Buy,Kitchenware (Local),903446,Cutlary 24 pcs  set SS,BBUY,"1,350",903446
Best Buy,Kitchenware (Local),903447,Stainer Tea 3 pcs set,BBUY,150,903447
Best Buy,General Household L,903448,Glass Lid  7 pcs set,BBUY,175,903448
Best Buy,Kitchenware (Local),903449,Spoon SS Wooden Handle,BBUY,225,903449
TEL Household,Classic Bucket-HH-TEL,803448,Classic Bucket 5L Blue With Lid-TEL,TEL,70,803448
Pioneer,Table-Pioneer,95296,Melamine Table 4 Seat Square St/Leg - Sandal Wood,DPL,"3,130",95296
Power,Bowl,920764,"7.5"" Bowl -Camellia",MLMN,105,845944068224
Power,Mel. Clearance Sales,920707,"11"" Meat Plate -Lilac",MLMN,175,845944067234
Power,Clearance Sales-2,920858,Smart Bowl with Lid,MLMN,130,845944069238
Power,Set,94513,4 Pcs Bowl Set-Lilac,MLMN,520,845944067357
Power,Clearance Sales-2,920712,"8"" Soup Plate -Lilac",MLMN,100,845944067647
Power,Melamine -Advance,920834,"9"" Rice Plate-Rose",MLMN,105,845944068965
Power,Bowl,920759,"6"" Bowl -Camellia",MLMN,80,845944068170
Power,Clearance Sales-2,920775,"7.5"" Bowl -Dahlia-Topper",MLMN,115,845944068330
Power,Clearance Sales-2,920776,"6"" Bowl -Dahlia-Topper",MLMN,85,845944068347
Power,Clearance Sales-2,920786,"8.5"" Bowl -Lily",MLMN,130,845944068446
Best Buy,Stationary,903599,Pen gel,BBUY,20,903599
Best Buy,Stationary,903600,Pen Normal(Cello/Lince),BBUY,10,903600
Best Buy,Stationary,903601,Pen Correction,BBUY,25,903601
Best Buy,Mobile Recharg,903602,KIDS  TOYS  SET-IMP,BBUY,50,903602
Power,Set,92252,4 Pcs Bowl Set-Tulip,MLMN,520,845944065032
Power,Clearance Sales-2,920779,"6.5"" Meat Plate -Lily",MLMN,75,845944068378
Duranta,"Complete Cycle 28""",804287,Duranta Steel 1-Spd Classic 1-Bar 28 Black,BCYCL,"9,860",804287
Duranta,"Complete Cycle 12""",804339,Duranta Glitter  Bicycle -12” Red,BCYCL,"6,150",804339
Regal,METAL PRINTED ALMIRAH,812000,HOUSEHOLD ALMIRAH-AFH-201-2-1-44(E),BBML(F),"25,130",812000
Winner,Thermo-Flask,78689,Angel Vacuum Flask - 1L,DPLS,710,845944066732
Topper,Bright Premium Alu,805059,Economy Bright Curry Bowl-8 with Lid (BB),RFL,180,8050590000005
Topper,Bright Premium Alu,805060,Economy Bright Curry Bowl-9 with Lid (BB),RFL,205,8050600000018
Topper,Bright Premium Alu,805061,Economy Bright Curry Bowl-10 with Lid (BB),RFL,245,8050610000008
Best Buy,General Household I,902591,THERMAL FOOD CASSEROLE-BL1990-IMP,BBUY,940,902591
Best Buy,General Household I,902592,THERMAL FOOD CASSEROLE-BL0859-IMP,BBUY,"1,150",902592
Best Buy,General Household I,902593,LUNCH BOX 1.2L-BL0855-2-IMP,BBUY,230,902593
Best Buy,General Household I,902594,LUNCH BOX 1.8L-BL0855-3-IMP,BBUY,296,902594
Best Buy,Kitchenware (Import),902595,LUNCH BOX-BL0776-3-IMP,BBUY,350,902595
Best Buy,General Household I,902596,LUNCH BOX-BL0776-4-IMP,BBUY,426,902596
Best Buy,General Household I,902597,LUNCH BOX 1.8L-BL1334-IMP,BBUY,360,902597
Best Buy,General Household I,902598,LUNCH BOX 1.2L-BL1204-2-IMP,BBUY,395,902598
Decent,Decent -Plasitc Comp,804082,TRAINING WHEEL & BRAKET-BK,BCYCL,196,804082
Decent,Decent-Carrier,70099,"MTB Carrier 26""",BCYCL,415,70099
Decent,Decent-Trading Comp,804188,DURANTA CHAIN WHEEL CRANK 40T,BCYCL,308,804188
Power,Melamine B Grade,99458,Salt Pot -Cosmos-B,MLMN,24,99458
TEL Furniture,Supreme With Arm Chair-Fur-TEL,803285,Supreme Chair with Arm (Net) Red-TEL,TEL,545,803285
TEL Household,ACS-HH-TEL,803167,Beauty Flower Pot  Tray 22 cm -San. Wood-TEL,TEL,16,803167
Topper,TPR Pressure Cooker,80200,Topper Stock Pot Body - 6 Lt,RFL,"1,090",80200
Topper,TPR Pressure Cooker,80198,Topper Stock Pot Body - 4 Lt,RFL,855,80198
Topper,TPR Pressure Cooker,80199,Topper Stock Pot Body - 5 Lt,RFL,980,80199
Topper,TPR NS Regular,805128,Topper Fry Pan - 24 cm - Eco Super,RFL,460,8051280000008
Topper,TPR NS Regular,805129,Topper Fry Pan - 26 cm - Eco Super,RFL,495,8051290000005
Topper,TPR NS Regular,805126,Topper Fry Pan - 20 cm - Eco Super,RFL,360,8051260000004
Power,Clearance Sales-2,75947,Soup Spoon 6 Pcs Set-Oliva,MLMN,115,845944063748
Best Buy,Lifestyle,903099,Wallet- Thailand,BBUY,230,903099
Best Buy,Party and Gift (Local),903100,Wallet- Small Thailand,BBUY,240,903100
Best Buy,Toiletries,903101,Clip Baby- 2pcs set -Thailand,BBUY,45,903101
Best Buy,Stationary,903102,Hair Band Baby-Thailand,BBUY,75,903102
Best Buy,Lifestyle,903103,Churi Exclusive-Thailand,BBUY,70,903103
Best Buy,Lifestyle,903104,Hair Band Exclusive-Thailand,BBUY,80,903104
Best Buy,Toys and sports (Local,903105,Jewery baby 3 pcs set,BBUY,215,903105
Best Buy,Glassware (Local),77331,Ice Cream Set 6pcs,BBUY,290,77331
Best Buy,Footware (Local),77330,Belt Smart,BBUY,400,77330
Vision-Style,PG VS Rice Cooker,802806,PG Vision 2.8 Ltr SS Rice Cooker (60-3A37),PIP(E),"3,200",802806
Vision-RAC,PG VSN Refrigeration,802807,PG Vision GD Refrigerator 195G (Crystal Flower Red,DPLE,"28,800",802807
Vision-RAC,PG VSN Refrigeration,802808,PG Vision GD Refrigerator 195G (Lotus Flower Golde,DPLE,"28,800",802808
Vision-RAC,PG VSN Refrigeration,802809,PG Vision GD Refrigerator 195G (Lotus Flower Purpl,DPLE,"28,800",802809
Vision-RAC,PG VSN Refrigeration,802810,PG Vision GD Refrigerator 240G (Crystal Flower Red,DPLE,"30,700",802810
Vision-RAC,PG VSN Refrigeration,802811,PG Vision GD Refrigerator 240G (Lotus Flower Golde,DPLE,"30,700",802811
Topper,Bright Eco. Utensils,805178,Economy Bright SaucePan CTG - 6 (BS),RFL,130,8051780000003
Topper,Bright Eco. Utensils,805179,Economy Bright SaucePan CTG - 8 (BS),RFL,155,8051790000000
Topper,Bright Eco. Utensils,805180,Economy Bright SaucePan CTG - 10 (BS),RFL,210,8051800000013
Topper,Bright Eco. Utensils,805182,Economy Bright SaucePan CTG - 12 (BS),RFL,310,8051820000000
Topper,Bright Eco. Utensils,805183,Economy Bright SaucePan CTG - 14 (BS),RFL,560,8051830000007
Topper,Bright Eco. Utensils,805184,Economy Bright Gamla - 28 (BS),RFL,585,8051840000004
Topper,Bright Eco. Utensils,805186,Economy Bright Lid (Sora) - 7 (BS),RFL,35,8051860000008
Topper,TPR NS Regular,805136,TPR NS Casserole without Lid - 24 cm - Eco,RFL,"1,125",8051360000003
Power,Mel. Clearance Sales,806731,Topper Melamine Design Rice Spoon,MLMN,40,806731
Power,Melamine -Topper,806733,"Topper Melamine Oval Dish 13.5""",MLMN,120,806733
Power,Melamine -Topper,806734,Topper Melamine Valentine Mug,MLMN,85,806734
Decent,Decent- Saddle,70139,Saddle  Base-1202,BCYCL,21,70139
Decent,Decent-Frame,70176,"FRAME-STL-D/C-26""X18""X40-RAW-S/SPD",BCYCL,"1,612",70176
Decent,Decent-Frame,70177,FRAME-STEEL-MJA26457-RAW,BCYCL,"1,454",70177
Decent,Decent-Fork,70178,"SKD FORK-STL-MTB-16""X123-RAW-V-BRAKE",BCYCL,254,70178
Decent,Decent-Fork,70179,"SKD FORK-STL-MTB-20""X133-RAW-V-BRAKE",BCYCL,254,70179
Decent,Decent-Fork,70180,"SKD FORK-STL-MTB-26""X183-RAW-V-BRAKE",BCYCL,301,70180
Decent,Decent-Fork,70181,"FORK-STL-MTB-16""X125-RAW-PRESS END",BCYCL,254,70181
Decent,Decent-Fork,70182,"FORK-STL-TREKKING-26""X165-RAW-V-BRAKE",BCYCL,301,70182
Decent,Decent-Fork Stem,70183,"FRONT FORK LUG-STL-28""-RAW-BRAZED",BCYCL,61,70183
Techno,Valve,808708,"Brass Line Check Valve 1.5""",RMIL,965,808708
Techno,Valve,801069,"Brass Check Valve 0.5""",RMIL,120,801069
Techno,Valve,801070,"Brass Check Valve 0.75""",RMIL,250,801070
Techno,Valve,801072,"Brass Check Valve 1.25""",RMIL,370,801072
Pride,Trading-Pride,82414,Table Mat 6 Pcs Set TD122-A035-C (Trading),DPL,700,845944090768
Regal,WOODEN BED,812168,Bed For Kids,BBML(F),"16,570",812168
Prado,Service Bowl-Prado,95625,Holly Bowl 500 ML-Assorted,DPL,55,845944091918
Pioneer,Cont-Pioneer,76840,"Choco Box 4 Pcs Set (6, 3, 1.35 & 0.40 L)",DPL,315,845944091093
Best Buy,Kitchenware (Yiwu),903662,MILK POT-5.30-IMP,BBUY,200,903662
Best Buy,Life Style (Yiwu),903668,BRUE PLUG SET-IMP,BBUY,100,903668
Spark,Door Mat-RPL,78981,Support Floor Mat Wel-Come(40X60 CM)-Blue,RPL,340,78981
Pioneer,Others Chair-Pioneer,82373,Transpa Ventral Armless Chair - Trans Red,DPL,"3,300",845944010957
Pioneer,Others Chair-Pioneer,82444,Transpa Moon-Back (Arm) Chair - Trans Red,DPL,"4,250",845944010872
Pacific,Service Bowl-Pacific,76295,Colander Bowl 4 Pcs Set,DPL,210,845944091291
Popular,Clip-Popular,91296,Fixer Clip 12 Pcs Set Big-Assorted,DPL,100,845944049650
Pride,Mirror-Pride,86938,Wall Mirror - Light Blue,DPL,250,845944049520
Best Buy,General Household I,903710,WATERING  LADLE-HX0017038-IMP,BBUY,115,903710
Best Buy,General Household I,903711,HANGER 3PCS-HX0016974-IMP,BBUY,85,903711
Best Buy,General Household I,903712,FOOD BOX 3PCS-HX0017179-IMP,BBUY,395,903712
Regal,METAL DINNING SET,812096,TDH-206-4-1-66,BBML(F),"11,000",812096
Regal,LB TV TROLLY,811884,TCH-102-1-1-24,BBML(F),"6,200",811884
Regal,LB OFFICE FURNITURE,811887,ETO-112-1-1-36,BBML(F),"7,900",811887
Pioneer,Trading-Pioneer,79629,Ring Mug (Trading-12563GJ),DPL,150,845944095039
Shine,Faucet and Hand Shower,98405,Connecting Pipe Set-24'',RPL,83,98405
Shine,Wall Shower,98491,Fancy Wall Shower-White,RPL,200,98491
Best Buy,Stationary,903629,Pen with 6 stick-,BBUY,20,903629
Best Buy,Stationary,903630,Khata 120 pcs  set,BBUY,30,903630
Best Buy,Stationary,903632,Khata  Half 92 pcs  set,BBUY,12,903632
Power,Melamine -Advance,92290,"10"" Rice Plate -Classic",MLMN,110,845944067210
Power,Clearance Sales-2,920787,"7.5"" Bowl -Lily",MLMN,105,845944068453
Power,Clearance Sales-2,920783,"9"" Soup Plate -Lily",MLMN,100,845944068415
Best Buy,Mobile Recharg,903633,PLUSH TOYS-IMP,BBUY,155,903633
Prominent,Locksy Cont-Prominent,72750,LockSy Round Touch Cover Cont. 1.3L,DPL,50,72750
Prominent,Locksy Cont-Prominent,72752,LockSy Round Touch Cover Cont. 4.4L,DPL,110,72752
Prominent,Locksy Cont-Prominent,72753,LockSy Ro.To Cover Cont. 3Pcs Set(1.3L/2.5L/4.4L),DPL,125,72753
Prime,Acces-Prime,72767,Classic Waiting Chair Seat Part,DPL,410,72767
Premium,Locksy Cont-Premium,72901,Locksy Rtg Pure Point Cont. Low - 0.5L,DPL,120,72901
Premium,Locksy Cont-Premium,72903,Locksy Rtg Pure Point Cont Low - 0.9L,DPL,110,72903
Best Buy,Lifestyle,77329,Wallet Smart,BBUY,450,77329
Best Buy,Lifestyle,77328,Belt-,BBUY,490,77328
Best Buy,Lifestyle,77327,Powder Case Normal,BBUY,60,77327
Best Buy,Lifestyle,77326,Powder Case Exclusive,BBUY,125,77326
Best Buy,Stationary,903617,Coloring Pot,BBUY,25,903617
Best Buy,General Household L,903620,Tape dispenser,BBUY,110,903620
Best Buy,Stationary,903621,Name tags,BBUY,4,903621
Best Buy,Stationary,903622,compus Name,BBUY,60,903622
Best Buy,Stationary,903623,compus,BBUY,120,903623
Best Buy,Stationary,903624,Moving Pen holder Medium,BBUY,230,903624
Best Buy,Local Trading -Bbuy,903626,Scotch tape,BBUY,10,903626
Regal,METAL SOFA SET,812358,SSC-201-7-1-66(1PART)(FEBRIC-112),BBML(F),"10,380",812358
Decent,Decent-Spoke,70094,Bicycle Spoke With Nipple  256 Mm,BCYCL,366,70094
Decent,Decent-Spoke,70095,Bicycle Spoke With Nipple  258 Mm,BCYCL,366,70095
Decent,Decent-Handle Bar,70096,Handle Bar Low Raise 600 Mm,BCYCL,171,70096
Decent,Decent-Carrier,70097,"MTB Carrier 16""",BCYCL,179,70097
Decent,Decent-Carrier,70098,"MTB Carrier 20""",BCYCL,207,70098
Decent,Decent-Fork Stem,70101,Front Fork Stem 22.2 Id X190,BCYCL,52,70101
Decent,Decent-Fork Stem,70102,Front Fork Stem 22.2 Id X172,BCYCL,50,70102
Decent,Decent-Fork Stem,70103,Front Fork Stem 22.2 Id X162,BCYCL,57,70103
Decent,Decent-Carrier,70104,Carrier Belt Clamp,BCYCL,19,70104
Decent,Decent-Carrier,70105,Carrier Stay Clamp,BCYCL,10,70105
Decent,Decent-Carrier,70106,Carrier Light Clamp,BCYCL,22,70106
Decent,Decent-Carrier,70107,Carrier Stand Fitting,BCYCL,13,70107
Decent,Decent-Chain Cover and Others,70109,Chain Cover Clamp 01,BCYCL,37,70109
Decent,Decent-Chain Cover and Others,70110,Chain Cover Clamp 02,BCYCL,29,70110
Decent,Decent-Chain Cover and Others,70111,Chain Stay Fit Plate,BCYCL,18,70111
Decent,Decent-Chain Cover and Others,70112,Chain Cover Clip 16 Mm,BCYCL,3,70112
Decent,Decent-Chain Cover and Others,70113,Chain Cover Clip 18 Mm,BCYCL,3,70113
Decent,Decent-Chain Cover and Others,70114,Chain Cover Clip 25 Mm,BCYCL,4,70114
Decent,Decent-Chain Cover and Others,70115,Chain Cover Clip 30 Mm,BCYCL,4,70115
Decent,Decent-Chain Cover and Others,70116,Lock Clamp,BCYCL,4,70116
Decent,Decent-Chain Cover and Others,70117,Inner Clip,BCYCL,4,70117
Decent,Decent-Carrier,70125,Steel Candy Box Carrier,BCYCL,335,70125
Goodluck,Accessoris-Good Luck,921114,2 Part Big Pencil Box Cover,DPLS,12,921114
Pacific,Trading-Pacific,82415,Table Mat 6 Pcs Set TD258-A001-C (Trading),DPL,835,845944090898
Pride,Trading-Pride,82416,Table Mat 6 Pcs Set TD141-A003 (Trading),DPL,650,845944090775
Topper,Bright SS Spoon,80273,B. SS Curry Spn-30 CM-Camellia,RFL,80,8027300000006
Topper,Bright SS Spoon,80274,B. SS Net Spn-L-33 CM-Camellia,RFL,95,8027400000005
Best Buy,Life Style (Yiwu),903397,POCKET MIRROR-IMP,BBUY,55,903397
Best Buy,Mobile Recharg,903398,ONE MAN ARMY-IMP,BBUY,100,903398
Best Buy,Life Style (Yiwu),903399,PLASTIC COMB-ECONOMICAL-IMP,BBUY,30,903399
Decent,Decent-Rim,70128,Duranta Alloy  Double Wall Silver Rim 24'',BCYCL,490,70128
